chr	pos	stat	pvals	fdrs
Group1.1	226023	5.83409923992014	5.40819271343733e-09	5.3137951678937e-07
Group1.1	226035	5.14180669580344	2.72109008190653e-07	1.62483655277601e-05
Group1.1	1142269	9.36154172349431	7.85815547395938e-21	4.24654721812765e-18
Group1.1	1142272	8.17941708758869	2.85220246265759e-16	8.33151465308195e-14
Group1.1	1359975	3.28395602406953	0.00102360893235057	0.0193074438758202
Group1.2	338449	4.23718754018555	2.26337076885219e-05	0.000759705318936476
Group1.2	338458	3.02265079901493	0.00250571203751501	0.0388267792517775
Group1.2	338467	3.01076920025709	0.0026058684254631	0.0401199799749362
Group1.2	762763	8.099850678097	5.5026686603325e-16	1.56507481265457e-13
Group1.2	813580	-3.61802373636842	0.000296861176105735	0.00689994750828125
Group1.3	468135	3.35577772042422	0.000791421500916131	0.0157817040256486
Group1.7	53621	5.3221857541164	1.02527798183482e-07	6.88273566936069e-06
Group1.7	294841	-4.86001237333934	1.17378416494126e-06	5.46821519598499e-05
Group1.7	295042	-5.71959870994279	1.0677592913323e-08	9.5374730749748e-07
Group1.7	439856	3.02811536617892	0.00246084122225401	0.0383791802743453
Group1.7	451106	3.69810337211946	0.000217216433108525	0.00533562547508395
Group1.8	61814	-5.13782398507708	2.77938021904712e-07	1.64619811391126e-05
Group1.8	61987	-4.13609513617632	3.53265778884831e-05	0.00110991178435676
Group1.8	274259	-3.29635573875264	0.000979479036228406	0.0186705633572427
Group1.9	197944	5.47997426084696	4.25387715408186e-08	3.02473054482347e-06
Group1.10	229246	9.53044105395843	1.56616405216931e-21	9.95711827990933e-19
Group1.10	229450	3.80676989176935	0.000140793631385536	0.00367842646910093
Group1.10	325604	-3.70021578073216	0.000215416221320978	0.00531556739734505
Group1.10	330542	3.70498729937218	0.00021140132498444	0.00522843368519869
Group1.10	338465	7.13670619813951	9.55938645692472e-13	1.98688170820082e-10
Group1.10	359634	3.77319746105218	0.000161168628208745	0.00408846335841597
Group1.10	746574	3.63840342316765	0.000274333464346396	0.0064456436579475
Group1.10	775950	3.65374612133679	0.000258441818502247	0.00612552450520238
Group1.10	1368131	-3.08518116225798	0.00203428202947251	0.03306243635269
Group1.10	1382508	-3.81198509703723	0.00013785519017715	0.00363190124308097
Group1.10	1382518	-3.32811694506984	0.000874351547239989	0.0169612724241141
Group1.14	238113	-11.370527916877	5.86318914773889e-30	7.04103870097354e-27
Group1.14	240938	-3.33468377279641	0.00085396452021011	0.0167203777797661
Group1.14	445321	-6.46957305730985	9.82802051085348e-11	1.3794966971598e-08
Group1.15	85833	3.18591958478002	0.00144294698704251	0.0255661820261565
Group1.15	1108141	3.53010277586537	0.000415398267392568	0.00918123614310607
Group1.18	17860	-3.80736083220231	0.000140457733900439	0.00367842646910093
