chr	pos	stat	pvals	fdrs
Group1.1	225857	-3.13619513140106	0.001711552834956	0.0439393421382529
Group1.1	228022	-3.09957087528655	0.0019380120376532	0.0483742127089049
Group1.1	1136298	-6.00716786798385	1.88792020753419e-09	4.25096700063114e-07
Group1.1	1359975	4.28908725785652	1.79408883249034e-05	0.00110173364213384
Group1.2	338467	3.17886370499383	0.00147853596034606	0.0397512852224384
Group1.2	752873	-4.89460570734314	9.85030195595324e-07	9.72373913403263e-05
Group1.2	752891	-5.52839446171247	3.23174747567097e-08	5.29389599637481e-06
Group1.3	281558	3.53041274765983	0.000414911841117951	0.0154101964907313
Group1.7	442737	-3.24403612230142	0.00117848799965404	0.0340564125675425
Group1.7	451083	4.79882760332309	1.59597091402261e-06	0.000144951711250053
Group1.8	274259	3.44261055113331	0.000576128332379471	0.020021848927194
Group1.9	197944	-4.16510155937798	3.11213995682015e-05	0.00175187545069334
Group1.10	228595	4.30534229304712	1.66727733666228e-05	0.00104161465055757
Group1.10	338465	-5.30730360983433	1.11258774815728e-07	1.48454918297331e-05
Group1.10	359688	-4.66049516540947	3.1544957073723e-06	0.000248859778140729
Group1.10	786691	-9.18948592288511	3.94723214065586e-20	5.33271062202607e-17
Group1.21	130211	-3.55619412627688	0.000376266092991805	0.0141696304287645
Group1.21	568836	3.57885409810123	0.000345104053379325	0.0133210164604419
Group1.21	568978	4.76421850323886	1.89586978959963e-06	0.000166589924276364
Group1.21	577422	3.21021745343137	0.00132634592130624	0.0370417227841803
Group1.21	599384	-4.15964024372947	3.18749255164532e-05	0.00178499582892138
Group1.21	608231	-3.78512703919112	0.000153630077860226	0.0068306428047764
Group1.22	205725	3.76213259857203	0.000168470683788638	0.00728332460155039
Group1.22	414035	-3.47805822493874	0.000505060204597475	0.0179562193792418
Group1.22	531050	-3.24988505957917	0.00115451661118723	0.0339559236831656
Group1.22	560311	-3.17563813475765	0.00149507321869803	0.0400961571902935
Group1.29	172249	-3.96442796043402	7.35721601489513e-05	0.00375079201363144
Group1.29	173411	-3.60827149482419	0.000308243834577873	0.0121508193335378
Group1.29	532554	-4.89368583471877	9.896477653068e-07	9.72373913403263e-05
Group1.29	532626	-3.52850822572055	0.000417908958700292	0.0154155632274155
Group1.29	647450	8.51034633591198	1.73414586954927e-17	1.70387714164441e-14
Group1.29	654155	-3.79420458682975	0.000148117510905907	0.00664254795797115
Group1.29	654421	3.11473290734951	0.00184111540227441	0.0467107400652155
Group1.34	341032	-3.18140099403751	0.0014656460908032	0.039701009898248
Group1.35	490905	-6.7068271525899	1.9890162483499e-11	5.81007773301777e-09
Group1.35	490971	-3.10788392339403	0.00188432061607524	0.0474943087800298
Group1.37	160938	-4.46845106662815	7.8788030692121e-06	0.000552948724493795
Group1.37	181969	-3.53621416497526	0.00040590548743149	0.0151800225195832
Group1.41	91854	3.15351594471917	0.00161316415708056	0.0423181509944823
Group1.41	497351	-5.27613731881785	1.31935240273639e-07	1.71801936973191e-05
Group1.41	1032049	-5.63202683850211	1.78103957982751e-08	3.31887513427168e-06
Group1.42	213102	3.33368110011041	0.00085704858113628	0.0273244279201207
Group1.43	900329	-3.26354352376316	0.00110028282793781	0.0332174771071281
Group2.7	220081	-3.37482598596254	0.000738623792654055	0.0243385547286739
Group2.7	951097	5.01560293800216	5.28674098432832e-07	5.54748510277868e-05
Group2.15	1075131	-3.6964403433548	0.000218643607141453	0.00901946605337721
Group2.19	3096	5.57097692913425	2.53314874475258e-08	4.56304527221431e-06
Group2.19	3421	-7.40665149777095	1.295282566124e-13	5.38438999025698e-11
Group2.19	4041	-3.49282067738626	0.000477947347941689	0.0171048176707079
Group2.19	20294	5.88741208832047	3.92289715855793e-09	8.15359086340271e-07
Group2.19	20616	-3.79990223548551	0.000144753182553894	0.00658627847652354
Group2.19	80027	3.64732037461758	0.000264989437556983	0.0106074290411699
Group2.19	80111	-3.33230908885969	0.000861285406690491	0.0273787431632671
Group2.19	80201	-4.29203784243875	1.7704076618839e-05	0.00109340377197949
Group2.19	125880	-3.08821820980275	0.00201360557538928	0.0496186320052511
Group2.19	627092	-3.15505682488284	0.00160466848131103	0.0421977054647436
Group2.19	1024665	-4.29261611454422	1.76580153126427e-05	0.00109340377197949
Group2.19	1225442	-7.34275872823535	2.09235516299829e-13	8.37562022284648e-11
Group2.19	1227512	5.42454484960264	5.8102400562001e-08	8.37294327032142e-06
Group2.19	1233792	-4.50913185627928	6.50934444408978e-06	0.000472167750011559
Group2.19	1332907	-3.08698190522481	0.00202199904656929	0.0496457005126055
Group2.19	1332920	-3.16986305075179	0.00152510800238332	0.0406996723203924
Group2.19	1333034	-3.08596887556256	0.00202890058694528	0.0496457005126055
Group3.3	628012	-4.47417889555214	7.67055023290987e-06	0.000541851679197973
Group3.4	455804	-3.28242386237393	0.00102918774737387	0.0313760757141155
Group3.4	702060	-8.26027891310237	1.4533247171512e-16	1.2082718109977e-13
Group3.5	764988	3.0963746781872	0.00195902651546505	0.0487860796754522
Group3.5	765493	-5.94209222348841	2.81407016310049e-09	5.96362163191963e-07
Group3.7	35586	-3.62504232842506	0.000288914127005849	0.0114800878113206
Group3.7	79733	3.96499484526869	7.33975331893798e-05	0.00375079201363144
Group3.7	79744	4.19190554037429	2.76621175492307e-05	0.00159878163888816
Group3.7	140684	4.85830497712057	1.18394946501874e-06	0.000111270659286283
Group3.7	285245	6.71166827282926	1.92411730363079e-11	5.77662772712266e-09
Group3.8	955234	4.6109900260016	4.00755768087536e-06	0.000307189244077311
Group3.8	955320	3.50982041050108	0.000448409442595456	0.0162631183072875
Group3.8	955358	3.87326135508291	0.000107388558139993	0.00518971022270695
Group3.8	955372	5.7000224005441	1.19791686125069e-08	2.35401553389045e-06
Group3.8	955503	5.24898999746584	1.52935378356806e-07	1.94461831680043e-05
Group3.8	955525	7.63906870940935	2.18798529432618e-14	1.07489750277624e-11
Group3.8	955558	9.03399594020985	1.65514861702894e-19	1.98764958364986e-16
Group3.8	955581	6.20310932761654	5.53583535197518e-10	1.35980246554881e-07
Group3.8	955634	7.33611800869094	2.19878165560572e-13	8.48729719063807e-11
Group3.8	955733	5.54090109895436	3.00919142954367e-08	5.08177202664187e-06
Group3.8	955741	5.9565411745896	2.57632225909519e-09	5.68263081148996e-07
Group3.8	955752	5.17250939855671	2.30970877929433e-07	2.80486881872058e-05
Group3.8	955807	5.14161526416339	2.72386461903062e-07	3.19994878287858e-05
Group3.8	955846	3.79765745636742	0.00014606998935436	0.00660554161063567
Group3.8	955861	4.00651507612708	6.16211937888188e-05	0.00321740030178528
Group3.8	955896	5.20463341500356	1.9437993435568e-07	2.44285852385603e-05
Group3.8	955905	4.36537025029047	1.26907614516301e-05	0.000826275601019385
Group3.8	956222	4.9230347480436	8.52123146343012e-07	8.6072401548367e-05
Group3.8	956227	6.34124770364008	2.27911753794185e-10	6.15817558751889e-08
Group3.8	956253	4.75685639115991	1.96630945917115e-06	0.000170014981077774
Group3.8	956266	4.7450254148965	2.08480158106005e-06	0.000177421539276355
Group3.8	956385	6.3060855319842	2.86180926148268e-10	7.36438916621544e-08
Group3.8	956441	3.92725224243987	8.59218564105117e-05	0.00427946278380097
Group3.8	956450	4.10799503304163	3.99108685225156e-05	0.00217856902520883
Group3.8	1129677	-8.37043170999289	5.74075237880525e-17	5.17050430917726e-14
Group3.8	1758092	-4.4846055161316	7.30489514615982e-06	0.000519416491708522
Group3.9	423307	-3.43558921609808	0.000591266747156993	0.0203516273989579
Group3.9	423421	-3.22042604613698	0.00128000213206979	0.0361207912360581
Group3.9	973803	-5.48391248901448	4.16020626105196e-08	6.47770897849988e-06
Group3.14	59761	-5.26236110276272	1.42217096920146e-07	1.82985998037255e-05
Group3.14	59775	-7.58255767799459	3.3880838102451e-14	1.5921047748317e-11
Group3.14	59788	-7.05101242505146	1.77620632396216e-12	5.99913685918219e-10
Group3.14	59808	-8.20873869105434	2.23524091744403e-16	1.72560598826679e-13
Group3.14	59830	-7.80331545838399	6.03015610129541e-15	3.25869635714004e-12
Group3.14	60407	-3.16627928310501	0.00154402471818582	0.0411030028427397
Group3.14	61080	-4.22898684881667	2.34746066232737e-05	0.00138214547550541
Group3.14	61094	-3.90772612212653	9.31688314981784e-05	0.00457713059469233
Group3.15	347548	-3.21425355781198	0.00130784127700218	0.0366195557560611
Group3.15	347601	-4.85637376292515	1.19554939150257e-06	0.00011139222261517
