chr	pos	stat	pvals	fdrs
Group1.1	1134854	-3.61646381560506	0.000298655043619665	0.00959119120025561
Group1.1	1136313	3.77024754569496	0.0001630857018498	0.00583982283173341
Group1.1	1141893	-3.56269210400727	0.00036707111171357	0.011065899162661
Group1.1	1142052	-3.88637750095807	0.000101751235520854	0.00397361619413843
Group1.1	1251842	3.19906475414868	0.0013787419720836	0.0291047481076306
Group1.1	1252572	3.19924968589011	0.00137785780392251	0.0291047481076306
Group1.1	1252771	3.19686919590958	0.00138927910756445	0.0291047481076306
Group1.1	1252918	3.11465548853009	0.00184159865214542	0.0352831413559758
Group1.1	1252940	3.09987063078303	0.00193605184759535	0.0364693598451238
Group1.1	1263998	3.96377663244655	7.37732846278628e-05	0.00301770428506966
Group1.2	752891	-2.99736905086746	0.00272320824461902	0.0461053142079909
Group1.2	753072	-6.71782670469378	1.84454869920545e-11	4.05366702366562e-09
Group1.2	753137	-3.07685311313421	0.00209198360030029	0.0381872185540157
Group1.2	753280	-3.38275866635176	0.000717616630588601	0.018447355953296
Group1.2	762763	-6.59721625389631	4.18949459924107e-11	8.6955287904248e-09
Group1.2	783565	-2.97307173253538	0.00294835537860324	0.0483116477827269
Group1.2	838480	-3.97308587493068	7.09474561292018e-05	0.00292345253050034
Group1.2	838507	3.44795985161067	0.000564837990858643	0.0154407419549846
Group1.2	838574	-4.01574576239287	5.92581104334224e-05	0.00251577614294621
Group1.3	281558	2.9750411762777	0.00292949222572933	0.0480728387495964
Group1.7	451106	-4.64405469822782	3.41637049167908e-06	0.000211550720832813
Group1.7	677021	-3.26726827309698	0.00108590724370616	0.0244548418570438
Group1.8	274010	-3.26709009592937	0.00108659093904424	0.0244548418570438
Group1.10	118927	-4.55964653186174	5.12397930530836e-06	0.00029602866007163
Group1.10	775986	3.05974526356627	0.0022152532190913	0.0395989762034693
Group1.10	786700	-3.10911318338546	0.00187649818645912	0.0358292873489504
Group1.14	336446	3.08581645941419	0.00202994083216765	0.0376681735876407
Group1.14	445336	2.98080230953602	0.00287494318889944	0.0475958098392688
Group1.18	17704	-4.14057723519084	3.46432936209622e-05	0.00157199204414471
Group1.18	52169	-3.69055881116554	0.00022376194571209	0.00753130296558889
Group1.18	161662	2.97144045322577	0.00296406347406018	0.0484981363755714
Group1.21	369650	-6.54252421870019	6.04890358582188e-11	1.16889847223951e-08
Group1.21	479573	-3.90892180684001	9.2708962826084e-05	0.00368468813955585
Group1.21	523244	-3.3226111171309	0.000891791449556015	0.0215879018717577
Group1.21	577388	3.24572041586719	0.00117153833234512	0.0258986225422567
Group1.21	600125	3.86372028640185	0.000111673092080467	0.00428641101382834
Group1.21	600151	-4.57702471954052	4.71635747394185e-06	0.000276758819727436
Group1.21	600180	-6.62130512294278	3.56041182284329e-11	7.67405686738993e-09
Group1.21	600248	-5.43641902465535	5.43620272710303e-08	5.03545125333643e-06
Group1.21	600332	4.58400294241371	4.56157812461223e-06	0.000269085092740284
Group1.22	11971	3.76096730123556	0.000169257557065844	0.00602234507807614
Group1.22	413980	-4.05619978440307	4.98776005598189e-05	0.00215840983426429
Group1.22	529556	6.60920371246196	3.8639271431793e-11	8.17111234353841e-09
Group1.22	529627	4.43265088697244	9.30815183013211e-06	0.000499166343120195
Group1.22	529644	4.04601528703554	5.20968323512728e-05	0.00223716972027994
Group1.22	533263	-4.25338481541524	2.1056327028064e-05	0.00102164204904996
Group1.22	534603	5.78570239596864	7.22099580336996e-09	8.79705662654028e-07
Group1.22	534646	6.93908763113483	3.94640290429626e-12	1.05312580360363e-09
Group1.22	534762	6.14649794208986	7.92123499334305e-10	1.19974597034309e-07
Group1.22	534842	6.87469431335614	6.21229268096494e-12	1.5136386167012e-09
Group1.23	129976	-5.03108290897748	4.87717166007127e-07	3.76988551490198e-05
Group1.23	129987	-3.29656662204582	0.000978743984661919	0.0230942370107174
Group1.23	130001	-3.30106217704911	0.000963195344923611	0.0228718081057285
Group1.23	294480	3.43244245313215	0.000598170811666913	0.0160774543337236
Group1.23	322735	-3.63225357626611	0.000280956830435092	0.00910105247259108
Group1.23	590963	3.39056735306153	0.00069748113616362	0.0179709622393606
Group1.29	220999	-6.30270411848293	2.92496948937791e-10	5.20366000586471e-08
Group1.29	221015	-5.14294663760688	2.70462463602006e-07	2.26219648660544e-05
Group1.29	397836	3.13688898554384	0.00170750766910214	0.0337482725486279
Group1.29	397985	-5.83635776321276	5.33542685517402e-09	6.87350163135522e-07
Group1.29	398010	-4.55611162079727	5.21092526772247e-06	0.000299507950772479
Group1.29	431115	-6.39065641368886	1.6517514811438e-10	3.03489026240323e-08
Group1.29	436016	-5.08653445100664	3.64665503990295e-07	2.89870281469732e-05
Group1.29	532582	3.24299793998233	0.0011827906638107	0.0259935642352751
Group1.29	532788	3.07094274053731	0.00213384067644086	0.0385743327444341
Group1.29	590277	3.07804323995853	0.00208364679018442	0.0381593353339657
Group1.29	654580	3.89248666143447	9.9221956472817e-05	0.00391577354981455
Group1.37	160938	3.34853531966026	0.000812399251507795	0.0200118039799986
Group1.37	1286840	-3.80346905015633	0.000142683827185498	0.00520912161268749
Group1.37	1286925	-4.14691632064155	3.36983151853471e-05	0.00153532811624947
Group1.37	1286944	-4.94661800579023	7.55139569400142e-07	5.64240286255786e-05
Group1.37	1287261	4.74608560377253	2.07390968813361e-06	0.000135932045523985
