chr	pos	stat	pvals	fdrs
Group1.1	46872	-6.66136913737282	2.71288295322895e-11	1.23101182752186e-09
Group1.1	226023	12.4868485824937	8.80736662899286e-36	6.58086434518347e-33
Group1.1	226035	12.817945415961	1.30102456168129e-37	1.32562575339308e-34
Group1.1	1133973	3.71550800382286	0.000202795845495004	0.00238503235709129
Group1.1	1134340	4.0077579194491	6.12979035555455e-05	0.000825753489243454
Group1.1	1134367	4.72795999817897	2.26786848943252e-06	4.24345075618692e-05
Group1.1	1136467	-4.30223768438327	1.69081789191799e-05	0.000257482159410554
Group1.1	1141893	-5.29349189769627	1.20002561155056e-07	2.81378390256457e-06
Group1.1	1142000	-12.0625070232259	1.66632137966254e-33	1.09859588372104e-30
Group1.1	1142052	-4.21161207960804	2.5355469585483e-05	0.000371968721353525
Group1.1	1251842	-7.08545232777969	1.38590873611983e-12	7.76663255721555e-11
Group1.1	1252004	-6.02233966148019	1.71913643733248e-09	5.7688865837193e-08
Group1.1	1263803	4.60288208577972	4.16684164452516e-06	7.34307565280472e-05
Group1.1	1263998	4.01884201647995	5.8484867573851e-05	0.000789757103334605
Group1.1	1345494	6.54826532183709	5.82092375586503e-11	2.48064309717624e-09
Group1.2	753072	5.8133307257731	6.12418970276988e-09	1.83529193017767e-07
Group1.2	753137	5.6109641579882	2.01202438585857e-08	5.51363552975619e-07
Group1.2	753149	5.47745053268628	4.31497579153084e-08	1.1092258869605e-06
Group1.2	753280	3.64811104630651	0.00026417546055047	0.00302748319207533
Group1.2	753355	3.59504357281334	0.000324337288687293	0.00363154079081637
Group1.2	762763	7.69756316148843	1.38685543285041e-14	1.10240253130407e-12
Group1.2	783565	-4.74817034938166	2.05265116444022e-06	3.88616794781182e-05
Group1.3	472907	-3.2156130723667	0.00130166204355544	0.0124692548582644
Group1.4	54032	2.98209737782188	0.00286280925093922	0.0249893816857685
Group1.7	54458	2.99639937791831	0.00273188380838906	0.0240148656662154
Group1.7	54519	6.58114828720143	4.66828698592784e-11	2.0201606385436e-09
Group1.7	294841	-4.64359138078687	3.42404443292777e-06	6.15011057760487e-05
Group1.7	355555	-4.23135179774155	2.32291026046972e-05	0.000343472007906921
Group1.7	355596	-2.88032785490629	0.00397261827922479	0.0324763717531375
Group1.7	451083	-3.41960834419167	0.000627113539927009	0.00655050191565882
Group1.8	61814	-5.68603840466609	1.30020167881479e-08	3.68928111801422e-07
Group1.8	61987	-4.15772558189971	3.21431812959441e-05	0.000461872789698643
Group1.8	62475	3.74217257994873	0.000182436151585475	0.00217235496190142
Group1.8	70205	-5.95639927210931	2.5785591581061e-09	8.28094299256539e-08
Group1.8	71011	-2.93757116877811	0.00330794237085552	0.0282156910902197
Group1.8	264117	3.9786587058618	6.93051424564303e-05	0.000918622950932836
Group1.8	264136	3.4960213208183	0.000472250964359452	0.00507638863423274
Group1.8	269030	-4.53459532195974	5.77140330063131e-06	9.87570812114133e-05
Group1.8	274259	-3.60048402976588	0.000317625338636176	0.00356707895334094
Group1.10	118755	-4.66341296359635	3.11007756505523e-06	5.66792672343724e-05
Group1.10	208921	-4.20384639892293	2.62417049981457e-05	0.00038346418464044
Group1.10	228595	-5.25410942426605	1.48742432620646e-07	3.45156352963188e-06
Group1.10	229157	5.33374395341447	9.62081598202922e-08	2.30899583568701e-06
Group1.10	229180	11.6037024232066	3.94628075271398e-31	1.76919658705673e-28
Group1.10	325604	-6.67898451567885	2.40603580160743e-11	1.10068772507821e-09
Group1.10	331906	-4.43566496157982	9.17885110756262e-06	0.000150184763815419
Group1.10	331912	-4.36380306571625	1.27820653467487e-05	0.000199111142725315
Group1.10	331921	-3.45679003792597	0.000546650589256742	0.00578551445173708
Group1.10	338978	2.75528651338573	0.00586407594333467	0.045769194410094
Group1.10	339078	-3.37851802742911	0.000728776540354621	0.00747312668279469
Group1.10	339648	-6.72255967070918	1.78559574619849e-11	8.37362222736097e-10
Group1.10	339747	-5.49018105822551	4.01521926831629e-08	1.03932049790506e-06
Group1.10	363544	3.29863284279466	0.000971568969329301	0.00960259700903246
Group1.10	746574	5.9169031971913	3.28059638923018e-09	1.02994185799697e-07
Group1.10	775812	9.87188574954413	5.5118500577259e-23	1.21131010680376e-20
Group1.10	775945	6.37171981717519	1.86920137584001e-10	7.3508803580403e-09
Group1.10	775973	5.3323232029603	9.69641576006108e-08	2.31721594538944e-06
Group1.10	775986	7.30521265127147	2.76828578259898e-13	1.76289471882781e-11
Group1.10	776010	6.69574007808732	2.14582837867690e-11	9.93820019347552e-10
Group1.10	865056	3.00106982727403	0.00269032864134276	0.0237239995375056
Group1.10	976912	-3.73890282387822	0.000184825149391437	0.00219440707031698
Group1.10	976952	-2.8953238684423	0.00378767521920903	0.0313996034444489
Group1.10	1382508	-5.53411669136252	3.12800681163429e-08	8.22974186497584e-07
Group1.10	1382518	-4.39488954221238	1.10829094196791e-05	0.000176695944204499
Group1.10	1382574	-4.75998766600149	1.93604790204391e-06	3.67783472645901e-05
Group1.14	98689	4.43131646048208	9.36595147033158e-06	0.000152356435528993
Group1.14	98704	3.98432243641318	6.76729356363384e-05	0.000899736966325126
Group1.14	98706	4.19845403774341	2.68743384279436e-05	0.000391687366840561
Group1.14	99042	8.33386809244992	7.82430950583327e-17	8.76948609413793e-15
Group1.14	336474	4.8167860573979	1.45888962740083e-06	2.84864720277151e-05
Group1.14	336484	5.9782534707542	2.25542611086883e-09	7.36991715761453e-08
Group1.14	445336	6.02074775794706	1.73613135560317e-09	5.80852544286576e-08
Group1.18	51530	3.08072411299294	0.00206497886064535	0.0187859440504165
Group1.18	51653	-3.74170777308262	0.000182773976541135	0.00217235496190142
Group1.21	112048	-7.55161612858399	4.29889984985963e-14	3.12870581280693e-12
Group1.21	112060	-4.92622336367299	8.38341603285071e-07	1.70528723949529e-05
Group1.21	112137	7.23030711684373	4.81902983219445e-13	2.95145827099647e-11
Group1.21	128289	4.11649053162532	3.8468512552781e-05	0.000543701246773732
Group1.21	128443	7.06002627611944	1.6647112236476e-12	9.05732203623412e-11
Group1.21	130148	7.50450123439261	6.16629299622716e-14	4.34665483658579e-12
Group1.21	130211	7.82667009198776	5.00961395470331e-15	4.4210829294736e-13
Group1.21	369650	6.12013521909742	9.34959833888264e-10	3.28496232546071e-08
Group1.21	424327	6.55976706149915	5.38918956635762e-11	2.31425427815081e-09
Group1.21	424527	14.1648586067533	1.51170879016665e-45	8.47161606009389e-42
Group1.21	475670	-4.42399183516266	9.68936835939378e-06	0.000156256749024583
Group1.21	479427	-4.44510927968837	8.7847201723313e-06	0.000144368245881949
Group1.21	479811	-9.41368887696843	4.79023296234559e-21	8.52205254634435e-19
